Pb_Pb Mean Width Dist Flactutation Temp Kink eta_s Slope_low Slope_high Max Temp_peak Width_peak Asym_peak R
22.7975 0.1233 1.1382 0.1934 1.6247 0.147 0.2519 0.1403 -0.4737 1.8852 0.0212 0.201 0.1354 -0.2204 0.9582
24.1925 -0.4216 0.9622 0.1041 0.7127 0.1216 0.1449 0.0806 -1.9738 -0.6752 0.1377 0.2793 0.0355 0.2604 0.6792
29.8475 -0.7769 1.2068 1.2151 0.983 0.1586 0.2817 0.1076 0.8222 1.3228 0.0109 0.1273 0.0336 0.4212 0.3835
22.0175 -0.9384 0.8898 1.0969 0.9456 0.124 0.2698 0.0466 -1.9678 0.7947 0.2479 0.1778 0.043 -0.3908 0.9946
24.3825 -0.861 1.4857 0.5793 0.4288 0.1216 0.2029 0.0245 -1.7788 0.0223 0.0188 0.129 0.0352 -0.606 0.7002
20.0725 0.6605 0.5272 0.3795 1.5023 0.1318 0.1762 0.0295 0.0602 -0.4428 0.1081 0.2188 0.0658 -0.4636 0.7499
27.3875 -0.2184 1.2502 0.3064 1.884 0.1278 0.1499 0.1961 0.3077 -0.3573 0.1184 0.2171 0.0344 0.3532 0.9939
28.7475 -0.6349 1.2963 1.5432 1.6868 0.1645 0.1761 0.0328 0.5147 0.5563 0.0473 0.2544 0.1312 -0.6092 0.6635
27.5325 -0.0476 0.9978 0.7272 0.9762 0.1292 0.2923 0.0209 -1.0932 -0.5088 0.2269 0.2714 0.0821 -0.6732 0.4083
29.4875 0.4607 0.9672 0.7357 1.7276 0.1347 0.2892 0.01 -0.3928 -0.8342 0.0836 0.1988 0.1475 0.6524 0.9683
20.2025 -0.9537 1.4493 0.088 1.6723 0.128 0.1861 0.1858 -1.8268 -0.3977 0.1497 0.1577 0.0962 0.4636 0.7552
21.4475 -0.8058 1.0892 0.4934 0.6379 0.1277 0.1997 0.1902 0.6467 -0.0258 0.1215 0.1296 0.0722 -0.4164 0.947
22.8775 -0.7777 1.1878 1.4658 1.0918 0.1318 0.1517 0.1063 0.6528 1.0528 0.0325 0.1203 0.1113 -0.6572 0.346
23.3675 0.1139 1.0598 0.0676 0.847 0.1323 0.1498 0.1534 -0.7002 -0.4937 0.2473 0.2819 0.1431 0.566 0.9757
29.0775 -0.9996 0.8652 0.9006 1.9477 0.1338 0.2241 0.0275 -1.0768 -0.3167 0.0434 0.2524 0.0271 0.1316 0.8318
20.3975 -0.918 0.6082 1.561 1.4615 0.1319 0.2774 0.0231 -0.9013 -0.1068 0.0121 0.2329 0.0998 -0.47 0.4892
22.9625 -0.4845 1.4448 0.0752 1.7939 0.1529 0.2768 0.1087 -1.7458 -0.5042 0.0249 0.2495 0.1234 -0.454 0.3562
20.8575 -0.4981 0.7158 1.3485 0.5384 0.1277 0.1415 0.0246 -0.6418 -0.2732 0.1892 0.1211 0.0932 0.4604 0.9967
26.3175 -0.5814 1.3802 0.037 1.7403 0.1305 0.1995 0.0899 0.4577 0.3582 0.0503 0.1518 0.1235 -0.6372 0.6383
21.9275 -0.5474 0.7608 1.5797 1.3255 0.1339 0.245 0.1965 -0.1813 -0.9032 0.1428 0.2172 0.1353 -0.322 0.9106
21.4175 0.6443 0.7328 1.3842 0.5733 0.1237 0.2649 0.1638 -1.2148 -0.5508 0.2474 0.1372 0.078 0.1692 0.4416
21.8425 -0.13 1.2142 0.813 1.6426 0.1332 0.2331 0.1572 -0.1062 -0.5117 0.0576 0.1325 0.1162 0.7548 0.324
29.6425 -0.986 1.2432 0.9839 1.844 0.1448 0.2735 0.1059 -1.2972 -0.6318 0.2309 0.1722 0.1375 -0.0828 0.3586
27.3575 -0.901 1.4808 1.3681 1.7684 0.1448 0.2704 0.0968 -1.4533 1.8598 0.0185 0.1407 0.0677 -0.7396 0.5161
24.3425 -0.8916 0.6902 0.2775 1.9511 0.1239 0.1364 0.0868 0.8132 0.3358 0.2179 0.1683 0.0655 -0.2516 0.3261
23.9325 0.5219 0.8498 1.4097 0.7586 0.1218 0.1629 0.0575 -0.2593 1.8522 0.0125 0.2747 0.0749 0.598 0.9816
22.4725 0.1003 1.1433 1.227 0.8223 0.1308 0.2717 0.0136 -0.9177 1.9228 0.0456 0.1207 0.0685 0.6108 0.3152
28.6175 -0.521 1.4642 1.5457 1.9154 0.1211 0.1878 0.1335 -1.7368 -0.8702 0.1009 0.1931 0.0415 -0.486 0.9316
24.7625 0.04 0.6252 1.4539 0.4721 0.1298 0.207 0.1464 -1.6962 -0.8792 0.0387 0.2676 0.0485 -0.6708 0.9137
28.7175 -0.1564 1.2938 1.3953 1.7845 0.1318 0.1377 0.0582 -1.2658 -0.7442 0.0467 0.1648 0.0694 0.6788 0.3912
22.8425 -0.0739 0.9092 0.4696 1.3604 0.1339 0.1362 0.1906 -1.9242 0.5277 0.0476 0.1366 0.0373 -0.4068 0.6617
24.5825 0.2219 0.5407 0.0506 1.561 0.1296 0.2309 0.1485 -0.0613 -0.9722 0.1158 0.2609 0.1215 0.3788 0.3702
24.1625 -0.0756 1.1658 1.3086 1.5975 0.1268 0.257 0.1064 -0.0327 -0.3782 0.2021 0.1665 0.0618 -0.7308 0.7972
29.8675 0.5695 0.5938 0.9074 1.2278 0.155 0.2278 0.0284 -0.1153 -0.3107 0.0453 0.1674 0.0355 -0.6628 0.3033
27.8425 -0.5788 1.4872 0.0404 1.4428 0.1283 0.2638 0.0944 -1.0002 -0.6018 0.1063 0.1299 0.1093 0.6996 0.8805
28.0225 -0.8797 0.6318 1.0527 0.569 0.1242 0.279 0.1426 0.6753 -0.7052 0.185 0.2124 0.1391 -0.3564 0.3296
23.4075 -0.9647 1.0798 0.4399 1.5457 0.1344 0.2444 0.1884 0.9123 -0.6902 0.0849 0.2969 0.0905 0.6764 0.8843
21.0475 -0.7267 1.1448 0.9371 0.4449 0.1566 0.2056 0.1559 0.0318 -0.3453 0.0258 0.2914 0.0423 0.5652 0.3037
26.1725 -0.8109 0.8522 0.3243 1.4479 0.1293 0.1669 0.0649 -1.8478 -0.8102 0.1071 0.1463 0.0366 -0.2644 0.5084
24.9975 -0.3748 0.9582 0.5657 0.3072 0.1219 0.2592 0.1434 -0.5592 -0.8462 0.0602 0.1358 0.0357 0.3388 0.702
29.5925 -0.9962 0.6102 0.3192 1.4853 0.1293 0.1425 0.1548 -0.4362 -0.9962 0.0374 0.158 0.1499 -0.6268 0.6288
22.6625 0.4021 1.2342 1.3111 1.6953 0.121 0.291 0.138 0.9468 -0.1727 0.0113 0.1839 0.0506 0.3436 0.8595
26.6575 -0.2983 0.9618 1.6664 0.3888 0.1421 0.1413 0.108 0.8282 0.3822 0.0158 0.1675 0.0581 -0.3076 0.7464
29.9175 -0.5635 1.4002 1.2712 0.728 0.1273 0.2842 0.0918 -1.1607 -0.0978 0.0835 0.1365 0.144 0.0004 0.6722
21.8525 -0.8279 1.4908 1.5619 1.2108 0.1401 0.2178 0.0426 -1.3692 1.4577 0.0573 0.2853 0.128 -0.6076 0.9176
22.8925 -0.5933 0.5108 0.8615 0.3514 0.121 0.2265 0.0322 -0.8772 -0.6422 0.0205 0.2833 0.0746 0.6468 0.5476
28.2825 -0.2371 1.0022 1.2499 1.9766 0.1229 0.2163 0.1496 -1.4217 0.3222 0.0483 0.1428 0.1282 -0.39 0.3334
23.8075 -0.7123 0.9422 0.2588 1.697 0.1244 0.1748 0.0325 -1.4293 0.1453 0.0247 0.1419 0.0834 0.646 0.9697
20.2325 -0.1768 1.0412 0.5308 1.1972 0.1278 0.1648 0.1892 -0.2293 -0.6078 0.1556 0.2001 0.1187 -0.4236 0.3184
29.4275 -0.3544 0.6358 0.6379 0.8011 0.1613 0.2799 0.1111 0.7652 -0.4892 0.0123 0.2685 0.0942 -0.7876 0.94
26.1275 0.2899 1.4522 1.0561 0.3106 0.1203 0.2857 0.17 0.8612 -0.9408 0.2222 0.2787 0.0777 -0.3644 0.8266
26.7425 -0.9197 0.9518 0.7714 1.6409 0.1393 0.2686 0.0293 0.6273 -0.2357 0.2421 0.2274 0.1034 0.1772 0.9459
25.0725 -0.476 1.3913 0.3566 1.833 0.1437 0.2888 0.1154 -1.7682 -0.1292 0.0965 0.2658 0.025 -0.6548 0.8402
27.9975 -0.5108 1.3808 0.8156 1.782 0.1341 0.2921 0.0252 -1.5568 -0.4112 0.0156 0.1243 0.0828 0.6004 0.493
20.6225 -0.9069 1.4748 0.2053 0.433 0.1622 0.2043 0.0413 -1.4022 -0.0332 0.2078 0.2454 0.0473 -0.202 0.9991
22.6875 0.635 0.5982 0.15 0.892 0.1502 0.2968 0.0554 -1.3212 -0.9048 0.1949 0.2786 0.0484 0.714 0.5977
29.3875 -0.9494 0.6708 1.1403 1.878 0.1364 0.1538 0.1821 0.4398 -0.8088 0.1623 0.1489 0.1046 0.2124 0.9428
21.7625 -0.6766 0.8572 0.2741 1.5533 0.136 0.2917 0.0535 0.6093 -0.5268 0.1421 0.2989 0.0408 -0.3436 0.395
22.0225 -0.8593 1.4042 0.9941 1.9001 0.1215 0.2674 0.1338 -1.4757 -0.8252 0.2334 0.2996 0.1072 -0.5348 0.6082
25.4125 -0.9732 1.4462 1.6248 1.1275 0.1226 0.1548 0.1413 -0.7078 -0.9948 0.2191 0.1966 0.0604 0.4356 0.906
28.7275 -0.2201 0.9238 0.5784 1.555 0.1611 0.1455 0.0761 0.5072 -0.9528 0.0144 0.1598 0.0517 0.254 0.9302
29.9875 -0.419 0.7848 1.5899 1.1343 0.1287 0.283 0.0993 -0.6267 -0.7022 0.1577 0.2476 0.0753 0.4892 0.7489
22.9725 -0.7165 1.4222 1.1275 0.762 0.1231 0.1826 0.1637 0.1397 -0.4997 0.0103 0.289 0.0372 -0.6356 0.9729
26.8325 -0.6069 1.0038 1.6503 0.5342 0.1238 0.1949 0.0807 -1.4982 -0.6108 0.212 0.164 0.114 -0.5468 0.5711
23.4325 -0.1436 0.8202 0.6694 1.9826 0.1307 0.1791 0.141 -1.0828 -0.7188 0.1615 0.2822 0.083 -0.646 0.4818
25.5575 -0.997 1.4302 0.0268 1.9809 0.1481 0.2728 0.0562 -0.0072 -0.4262 0.0464 0.284 0.1488 0.2116 0.8605
26.7775 -0.1156 0.8102 1.3494 1.6103 0.1214 0.2571 0.0804 -1.6512 -0.0798 0.1439 0.1434 0.0303 -0.1532 0.4776
28.1025 -0.5482 1.1138 0.6609 0.5486 0.1336 0.2161 0.0118 -1.5552 -0.1863 0.0482 0.2027 0.1067 0.3412 0.3877
25.0825 -0.7862 1.0808 0.6167 1.912 0.1254 0.1303 0.0817 -0.6822 -0.1997 0.1859 0.2732 0.1493 0.618 0.9249
23.0775 -0.068 0.6752 0.8232 1.0612 0.1251 0.2911 0.1384 -0.6658 -0.7832 0.2492 0.2572 0.0388 -0.5012 0.9953
24.5475 -0.714 1.2532 0.3727 0.5529 0.1226 0.2544 0.1583 0.9798 -0.9018 0.0787 0.1911 0.118 0.294 0.6299
29.0925 -0.6757 1.3052 0.3438 1.997 0.1337 0.2607 0.0682 -0.3373 -0.7682 0.2165 0.2385 0.0387 -0.2236 0.6194
26.8525 -0.1878 1.3203 0.2716 1.0952 0.1429 0.2819 0.0775 -1.5298 1.8628 0.0356 0.1206 0.0712 0.722 0.8077
25.1675 0.5899 0.6272 0.2308 1.7148 0.1253 0.2826 0.0553 0.0962 -0.0962 0.1783 0.1666 0.0407 -0.374 0.9995
23.7375 -0.9078 0.6108 1.635 1.0212 0.1629 0.2318 0.0411 -1.5343 -0.5177 0.0521 0.217 0.0782 0.778 0.8301
22.4775 -0.4411 1.3323 1.2567 1.4165 0.1368 0.2233 0.1987 -1.5432 1.5207 0.0529 0.1422 0.1105 -0.4988 0.8703
27.3475 -0.929 0.5488 0.2911 0.6285 0.1251 0.2122 0.0726 -0.4468 0.1018 0.2447 0.1279 0.0543 -0.1596 0.8913
Pb_Pb Mean Width Dist Flactutation Temp Kink eta_s Slope_low Slope_high Max Temp_peak Width_peak Asym_peak R
21.8925 -0.3151 1.2178 1.1088 0.4254 0.1332 0.1934 0.1691 -1.3302 1.6348 0.047 0.2191 0.1389 -0.6396 0.912
28.8125 -0.7777 0.6898 0.1993 1.7718 0.1254 0.2932 0.0295 0.4248 -0.7022 0.1159 0.2132 0.0288 -0.6532 0.3345
23.0625 -0.1075 0.6858 0.0421 1.561 0.132 0.1586 0.1575 -1.5388 -0.6438 0.2462 0.2644 0.0665 0.5724 0.7401
26.4475 -0.3577 1.4718 1.397 1.3077 0.1618 0.1996 0.0606 -0.9417 1.7638 0.0129 0.1207 0.0337 0.1372 0.387
29.8975 -0.9925 0.7758 1.1386 1.606 0.1369 0.1569 0.17 0.7157 -0.8748 0.0695 0.2086 0.1493 0.602 0.4073
22.1675 -0.9409 1.0098 1.3213 0.4594 0.1305 0.2854 0.1573 -1.9168 -0.6558 0.1932 0.1726 0.1191 -0.5196 0.3152
20.5525 -0.1573 0.5802 1.5321 0.3157 0.1238 0.2515 0.0195 0.9392 -0.7143 0.0103 0.2838 0.1152 -0.102 0.6642
23.9725 -0.6955 1.3088 0.8861 1.5287 0.1342 0.1872 0.1805 0.1593 -0.3633 0.1681 0.1227 0.0284 -0.706 0.8308
20.5575 -0.0637 1.3243 0.2163 1.1249 0.1304 0.287 0.0176 -1.4742 1.9722 0.0416 0.1478 0.1347 0.6492 0.9907
28.6075 -0.4867 1.3652 0.7178 0.4747 0.1293 0.2836 0.011 -0.2937 -0.9678 0.2413 0.2286 0.1165 0.622 0.6603
25.1525 -0.6943 0.8472 1.0332 1.912 0.1311 0.213 0.0436 -0.8862 -0.9632 0.1879 0.2991 0.1293 -0.5388 0.9459
23.4975 -0.1903 1.3022 0.1517 1.5482 0.1206 0.2404 0.1342 0.1292 -0.4202 0.0107 0.1637 0.1311 -0.5716 0.5669
29.0375 -0.3235 1.0598 1.1666 0.8682 0.1544 0.2935 0.1918 -1.7412 -0.4892 0.0602 0.1755 0.1185 0.77 0.9876
21.5775 -0.3067 0.9578 0.3999 0.3701 0.1414 0.2853 0.0936 -0.2728 0.3912 0.2094 0.1929 0.0253 -0.2188 0.9956
25.9325 -0.3019 1.3742 1.5874 1.7429 0.1286 0.1627 0.0673 -1.8748 -0.1308 0.1341 0.1201 0.127 -0.29 0.7951
28.4225 -0.9607 0.8318 0.2639 0.3038 0.1326 0.1603 0.1867 0.3767 -0.9962 0.0713 0.2741 0.0312 -0.5068 0.6771
26.9875 -0.9133 1.2277 0.0676 1.6766 0.138 0.1759 0.0126 0.8118 0.2592 0.1289 0.1205 0.0735 0.3348 0.7072
22.2525 -0.2107 0.7928 1.6316 1.9384 0.1257 0.2881 0.0555 -1.5792 -0.7907 0.1325 0.1902 0.0267 0.2268 0.8756
29.5825 -0.6973 0.5232 1.1224 1.1844 0.1338 0.1343 0.0187 -1.3228 -0.7832 0.2169 0.176 0.0278 -0.3812 0.3726
29.7775 -0.9895 1.4338 0.0327 1.493 0.1406 0.2334 0.1909 -1.3182 -0.6138 0.1321 0.2051 0.0946 -0.27 0.3324
21.0675 -0.7195 0.6042 0.2648 1.6723 0.1204 0.1361 0.0607 -1.7398 -0.5148 0.0309 0.2074 0.145 0.3316 0.5641
25.3525 -0.2551 0.9202 1.2091 1.6502 0.1422 0.1435 0.1065 0.4638 -0.3842 0.0638 0.2957 0.0453 -0.0692 0.3824
23.4775 -0.8473 0.9462 0.6099 1.8466 0.1211 0.2251 0.0256 -1.2297 1.8358 0.161 0.1234 0.0603 -0.7188 0.9421
26.2925 -0.2161 0.9472 0.1177 0.3149 0.1207 0.1803 0.1969 -1.3362 0.0148 0.1807 0.1483 0.1011 -0.6652 0.9967
23.8675 -0.8155 0.7118 1.2295 0.6464 0.1206 0.177 0.1905 -0.1993 -0.8732 0.1857 0.1722 0.048 0.6836 0.4017
23.4275 0.1319 0.6438 1.5687 1.8763 0.1347 0.1777 0.1915 0.5328 1.2897 0.1947 0.131 0.1367 -0.7996 0.8511
28.6975 -0.9703 1.2048 1.6511 1.3459 0.146 0.2476 0.0328 -0.9177 -0.3077 0.0483 0.2829 0.0965 0.3644 0.499
22.6425 -0.1921 0.8942 1.5185 0.609 0.1363 0.1446 0.1037 -1.3632 0.2473 0.0605 0.1416 0.0478 -0.654 0.4696
23.4575 0.0095 0.5542 0.0778 1.1156 0.1254 0.1675 0.0545 0.8282 -0.7922 0.2324 0.2104 0.1135 0.3404 0.3212
21.4175 -0.8089 1.4072 1.6647 0.6438 0.1447 0.1453 0.0135 0.7473 1.9933 0.0614 0.1857 0.0855 -0.7812 0.7548
29.5675 -0.7459 1.1633 0.0931 1.9834 0.1224 0.2996 0.1779 0.8988 -0.9092 0.1003 0.2615 0.1403 0.4756 0.7272
26.3625 -0.5449 1.4102 1.4879 0.3489 0.1363 0.2328 0.0955 0.9242 -0.9768 0.2358 0.1439 0.0363 -0.4692 0.3873
25.2975 -0.6553 1.3798 0.0914 0.8206 0.1619 0.1317 0.0359 -1.6182 -0.2147 0.0948 0.2658 0.0263 0.682 0.7699
21.6025 -0.0865 1.0778 0.1764 1.0365 0.1342 0.2438 0.1709 0.5838 -0.7232 0.2471 0.1221 0.0545 -0.3316 0.4451
22.3125 -0.3181 1.3212 0.4195 1.3638 0.1297 0.2637 0.1665 -1.6107 -0.9618 0.2372 0.2598 0.0843 -0.0972 0.5046
27.2425 -0.9727 1.3862 1.221 0.4016 0.13 0.2953 0.1562 -0.9193 0.0088 0.0227 0.1845 0.0355 0.4844 0.3569
28.5025 -0.1027 0.7478 0.3328 1.6094 0.1365 0.2013 0.0645 0.8838 -0.7532 0.0159 0.1339 0.0271 -0.3828 0.751
20.4925 -0.7801 1.3998 1.3842 1.8389 0.1299 0.1305 0.1715 0.1082 0.5128 0.0265 0.1956 0.1109 -0.1588 0.4713
20.3175 -0.8263 0.6467 1.5542 0.4177 0.1255 0.2918 0.1748 -0.2082 -0.7757 0.0161 0.1659 0.1062 0.7356 0.7832
28.2075 -0.0697 0.8228 1.646 0.6846 0.1252 0.2623 0.0652 -0.2712 -0.4623 0.1351 0.1267 0.0897 0.586 0.4913
20.9475 0.1379 0.7642 0.3277 0.7127 0.1235 0.2611 0.1184 -1.1713 -0.9588 0.0215 0.273 0.0727 0.7396 0.6971
20.1475 -0.1189 1.0628 1.6639 1.68 0.1384 0.2929 0.1643 -1.9318 1.6528 0.0291 0.1916 0.0396 -0.7732 0.5774
28.7075 -0.9547 0.5622 0.9983 0.4849 0.1275 0.2108 0.0284 -1.0842 -0.4412 0.0207 0.1524 0.0563 -0.5436 0.7111
24.0825 -0.8671 1.0428 1.2474 0.5282 0.1253 0.2629 0.0123 -0.7302 -0.8208 0.1863 0.2635 0.0592 -0.3412 0.976
27.3025 -0.8887 1.2852 1.1046 1.9792 0.1256 0.1712 0.1134 0.7113 1.8988 0.2253 0.2921 0.0691 -0.5676 0.8994
27.8925 -0.3301 0.6708 1.6792 0.4084 0.1231 0.1556 0.1494 0.1098 -0.7112 0.1376 0.2702 0.0559 0.33 0.9711
27.0125 -0.1735 0.9418 0.1262 1.0187 0.1309 0.2501 0.0776 -0.8398 0.4002 0.0311 0.2602 0.1106 -0.4964 0.9445
20.4375 -0.8791 0.7058 0.1024 0.603 0.131 0.239 0.1442 -1.3407 -0.9992 0.1903 0.2374 0.096 0.7804 0.4846
21.3075 -0.5827 0.7112 0.326 0.337 0.1208 0.2059 0.0143 -1.2388 1.4382 0.2304 0.1415 0.037 -0.2084 0.4262
23.3125 -0.5821 1.4462 0.2155 0.3378 0.1284 0.1583 0.1582 0.8087 0.6808 0.0324 0.1871 0.1347 -0.7372 0.7835
28.9825 -0.1507 1.4158 0.6056 1.7131 0.1474 0.2727 0.117 -0.0598 -0.2837 0.2286 0.1578 0.136 -0.15 0.99
25.9125 -0.7885 0.9508 0.6881 1.1606 0.1274 0.2636 0.0228 -0.7827 -0.1562 0.1542 0.2762 0.114 -0.6588 0.3628
22.8225 -0.8977 0.5028 0.0072 1.4411 0.1616 0.1448 0.1944 -0.6282 -0.6242 0.2481 0.2717 0.1497 0.3508 0.5448
20.2975 -0.2251 0.5662 0.7484 1.4573 0.1328 0.2592 0.1529 0.8403 -0.4172 0.2445 0.2862 0.0798 -0.2764 0.8535
21.4525 -0.9613 1.3382 0.9635 1.5686 0.1341 0.2618 0.1912 -1.3572 1.5282 0.1286 0.1626 0.0272 0.7708 0.8945
28.4875 -0.1915 1.3248 0.7348 1.1912 0.1282 0.1766 0.1863 -1.3992 -0.7637 0.0743 0.2804 0.1328 0.4764 0.3957
20.2175 -0.7921 1.0822 1.2261 1.7939 0.128 0.1352 0.0398 -1.6542 0.1978 0.0185 0.2278 0.0448 -0.7924 0.9634
22.7525 -0.6637 1.0867 1.3732 1.8304 0.1356 0.2289 0.0424 -1.0482 -0.9122 0.2264 0.1398 0.0869 -0.5932 0.3733
24.5675 -0.5455 1.2878 1.3052 0.3565 0.1469 0.2001 0.0392 -1.7518 0.1423 0.0164 0.1516 0.1423 0.1732 0.9708
22.6825 -0.9679 1.4428 0.2988 0.5418 0.1203 0.1802 0.0782 -1.7952 -0.2867 0.1686 0.1714 0.1348 -0.178 0.3856
27.8725 -0.9253 1.2268 0.3073 1.5856 0.1386 0.2622 0.047 -1.2838 -0.5538 0.0709 0.1743 0.1343 0.3468 0.5998
29.4975 -0.8653 0.8092 0.6507 0.6268 0.1317 0.2105 0.182 0.2732 1.9212 0.0251 0.1796 0.0365 -0.7508 0.4636
23.2325 -0.3433 0.9798 0.4858 1.1581 0.1236 0.232 0.1072 -0.4242 -0.3273 0.06 0.1592 0.0407 0.446 0.3586
22.9125 -0.5863 1.0398 0.3022 1.2184 0.1416 0.1329 0.1794 0.5853 0.3702 0.0365 0.1853 0.0285 0.3012 0.9092
27.4975 -0.8515 0.8568 0.5164 1.8721 0.1259 0.2748 0.1972 -1.1967 -0.6422 0.0834 0.2183 0.0671 -0.0396 0.8465
23.9575 -0.8533 0.7192 0.7076 1.5933 0.1581 0.2616 0.1446 0.0318 -0.8222 0.0116 0.138 0.084 -0.4764 0.4339
22.4425 -0.8587 1.3312 1.0876 1.0433 0.1386 0.2688 0.1867 0.7022 -0.9348 0.1695 0.2848 0.0959 -0.3372 0.353
27.1775 -0.7255 0.9948 1.2338 1.017 0.1311 0.1505 0.1782 -1.9498 -0.6092 0.0797 0.1522 0.0834 -0.7964 0.9813
22.8425 -0.8527 1.2472 0.3906 0.796 0.1224 0.2896 0.1422 -1.0198 0.7572 0.0331 0.1694 0.1348 0.066 0.8962
27.7025 -0.0919 0.8302 0.2061 0.3795 0.1217 0.1703 0.0311 -1.7322 -0.2373 0.1263 0.2228 0.0507 0.1924 0.9676
27.9075 -0.8869 0.6038 1.6528 0.9192 0.1586 0.2581 0.1163 -0.4497 -0.7038 0.2337 0.2564 0.0293 -0.4492 0.5308
26.2875 -0.4687 1.2172 0.1509 1.7497 0.1416 0.2847 0.0159 -0.4632 -0.6258 0.2342 0.2359 0.033 -0.0988 0.5399
28.8675 -0.0913 1.3438 0.9116 1.9758 0.1594 0.2807 0.0283 -1.5478 1.2732 0.0266 0.2919 0.099 0.4924 0.9004
21.5075 -0.9655 1.1642 0.564 0.3472 0.1331 0.2017 0.14 0.5027 0.3388 0.1518 0.2629 0.0635 -0.6044 0.9687
29.5325 -0.5059 0.8602 1.6384 1.9851 0.1256 0.2235 0.0746 -0.9342 -0.4352 0.0297 0.2986 0.0481 0.4796 0.9827
20.3625 -0.5215 0.8038 1.4675 1.2099 0.1247 0.2915 0.0169 -0.5293 -0.5417 0.0225 0.16 0.1172 -0.4236 0.9701
22.6475 0.0515 1.1558 1.2423 0.6336 0.1343 0.2154 0.1852 -1.1038 -0.9828 0.203 0.1338 0.0543 0.0452 0.716
21.7575 -0.6739 0.7223 1.1632 1.0076 0.1572 0.2666 0.0369 -0.3822 1.8433 0.0317 0.2961 0.027 -0.6516 0.807
21.4225 -0.2461 0.8488 0.7127 0.3676 0.1201 0.273 0.0804 -1.0992 1.8282 0.179 0.2313 0.1048 -0.6924 0.9669
28.3625 0.1517 0.5052 1.6146 1.2915 0.1494 0.203 0.0139 -1.1367 -0.4502 0.0325 0.2939 0.1317 -0.3076 0.5718
26.1575 -0.5173 1.1658 0.5852 1.5261 0.1362 0.1726 0.1292 0.6153 -0.7517 0.0757 0.2222 0.1461 0.3364 0.8794
27.7975 -0.2053 1.4912 1.5738 1.2414 0.1271 0.2804 0.0728 0.5267 -0.9528 0.1089 0.2059 0.0908 0.7524 0.948
20.4425 -0.3361 1.2688 0.5096 0.4908 0.1203 0.1969 0.1088 -1.9002 -0.4638 0.2191 0.2558 0.13 0.222 0.9001
28.4175 -0.8017 0.7682 1.4667 1.7913 0.1216 0.2206 0.0308 0.8448 1.2612 0.0206 0.1581 0.1383 0.3076 0.7499
26.7175 -0.9379 1.1768 1.5398 1.0535 0.1272 0.2763 0.1211 -0.6058 -0.5508 0.0942 0.1326 0.127 0.306 0.4538
21.9725 -0.7483 1.0468 1.4284 1.2133 0.1236 0.2825 0.1468 0.8372 -0.3137 0.0335 0.157 0.0371 -0.6188 0.7849
26.0075 -0.5149 0.7283 0.8181 0.3931 0.1269 0.2795 0.0852 -1.6992 -0.8912 0.1813 0.1933 0.057 0.402 0.3562
29.9825 0.1703 0.5818 0.6787 1.595 0.1561 0.1492 0.154 -1.0722 -0.9482 0.2421 0.2147 0.042 -0.0948 0.4801
26.9075 -0.2437 0.8272 0.031 1.85 0.1247 0.2703 0.0552 0.4503 -0.8882 0.1844 0.2691 0.0884 -0.6668 0.996
24.9075 0.0203 0.9068 0.4169 1.1436 0.1263 0.2901 0.0182 0.0558 -0.3708 0.1361 0.1848 0.1005 0.5196 0.7188
